"FECHA","TIPO","CONCATENAD","SEMANA","SEMANA_COMPLETAS"
2015-01-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",1,213
2015-01-07,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",1,213
2015-01-18,"COMERCIAL","COMERCIAL/COMERCIO/ESCALADOR",3,215
2015-01-28,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",4,216
2015-02-18,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",7,219
2015-02-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",8,220
2015-02-23,"COMERCIAL","COMERCIAL/COMERCIO/ASALTO",8,220
2015-02-23,"COMERCIAL","COMERCIAL/COMERCIO/ASALTO",8,220
2015-02-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",9,221
2015-03-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",10,222
2015-03-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",10,222
2015-03-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",11,223
2015-03-18,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",11,223
2015-03-21,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",12,224
2015-04-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",15,227
2015-04-16,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",16,228
2015-05-01,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",18,230
2015-05-06,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",18,230
2015-05-16,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",20,232
2015-05-25,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",21,233
2015-05-27,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",21,233
2015-06-13,"TRANSEUNTE EN VEHICULO","TRANSEUNTE EN VEHICULO/PERSONA VEHICULO EN CUIDAD/OPORTUNISTA",24,236
2015-06-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",25,237
2015-06-21,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",25,237
2015-06-27,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",26,238
2015-06-29,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",26,238
2015-07-10,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",28,240
2015-07-24,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",30,242
2015-07-24,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",30,242
2015-07-25,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",30,242
2015-07-27,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",30,242
2015-08-18,"COMERCIAL","COMERCIAL/COMERCIO/BOQUETAZO",33,245
2015-08-26,"COMERCIAL","COMERCIAL/PRESTADOR DE SERVICIO/VIOLACHAPAS",34,246
2015-08-28,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",35,247
2015-09-07,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",36,248
2015-09-26,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",39,251
2015-10-05,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",40,252
2015-10-09,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",41,253
2015-10-30,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",44,256
2015-11-19,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",47,259
2015-11-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",47,259
2015-11-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",47,259
2015-12-16,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",50,262
2015-12-30,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ASALTO",52,264
2016-01-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",1,266
2016-01-04,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",1,266
2016-01-31,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",5,270
2016-02-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",5,270
2016-02-14,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",7,272
2016-02-21,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",8,273
2016-02-22,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/OPORTUNISTA",8,273
2016-03-04,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",10,275
2016-03-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/ROMPE VIDRIOS",10,275
2016-03-08,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",10,275
2016-03-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",12,277
2016-03-24,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",12,277
2016-03-29,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",13,278
2016-04-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",14,279
2016-04-04,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",14,279
2016-04-12,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",15,280
2016-04-17,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",16,281
2016-04-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",17,282
2016-04-24,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",17,282
2016-04-25,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",17,282
2016-05-07,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",19,284
2016-05-18,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",20,285
2016-05-18,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",20,285
2016-05-18,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",20,285
2016-05-28,"TRANSEUNTE EN VEHICULO","TRANSEUNTE EN VEHICULO/PERSONA VEHICULO EN CUIDAD/ASALTO",22,287
2016-06-14,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",24,289
2011-05-12,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",19,19
2011-05-12,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",19,19
2011-05-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",21,21
2011-05-31,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",22,22
2011-07-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",27,27
2011-07-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",28,28
2011-08-14,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",33,33
2011-08-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",34,34
2011-09-08,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",36,36
2011-09-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",38,38
2011-10-08,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",41,41
2011-12-09,"VEHICULO","VEHICULO/VEHICULO EMPRESA/INDUSTRIA/AUTOPARTES",49,49
2012-03-11,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",11,64
2012-03-12,"VEHICULO","VEHICULO/VEHICULO TAXI/ESTACIONADO",11,64
2012-05-23,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",21,74
2012-05-28,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",22,75
2012-06-12,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",24,77
2012-07-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",29,82
2012-08-04,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",31,84
2012-08-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",32,85
2012-10-27,"TRANSEUNTE EN VEHICULO","TRANSEUNTE EN VEHICULO/PERSONA VEHICULO EN CUIDAD/ASALTO",43,96
2013-02-10,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",6,112
2013-02-13,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",7,113
2013-02-21,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",8,114
2013-04-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/OPORTUNISTA",14,120
2013-09-21,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",38,144
2013-12-04,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",49,155
2013-12-26,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",52,158
2014-03-28,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/DAÑOS",13,172
2014-05-26,"OTRO","OTRO/NO APLICA/DESCONOCIDO",21,180
2014-06-20,"OTRO","OTRO/NO APLICA/DESCONOCIDO",25,184
2014-07-22,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",29,188
2014-09-24,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",39,198
2015-01-11,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",2,214
2015-03-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",13,225
2015-03-31,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",13,225
2015-06-21,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",25,237
2015-08-27,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",35,247
2015-10-02,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",40,252
2016-01-12,"OTRO","OTRO/NO APLICA/DESCONOCIDO",2,267
2016-01-31,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",5,270
2016-02-02,"OTRO","OTRO/NO APLICA/DESCONOCIDO",5,270
2016-02-06,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ASALTO",6,271
2016-02-25,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/AUTOPARTES",8,273
2016-04-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",14,279
2011-01-20,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",3,3
2011-02-15,"COMERCIAL","COMERCIAL/EMPLEADO/ASALTO",7,7
2011-05-20,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/OPORTUNISTA",20,20
2011-07-29,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",30,30
2011-09-22,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",38,38
2012-07-28,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",30,83
2012-09-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",36,89
2013-04-23,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",17,123
2013-05-13,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/VIOLACHAPAS",19,125
2013-06-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",22,128
2013-07-05,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",27,133
2013-07-27,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",30,136
2013-11-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",44,150
2013-11-03,"COMERCIAL","COMERCIAL/PRESTADOR DE SERVICIO/OPORTUNISTA",44,150
2014-01-27,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/DAÑOS",4,163
2014-02-08,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",6,165
2014-06-03,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA TARJETA BANCARIA",22,181
2014-06-07,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",23,182
2014-08-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",31,190
2014-10-20,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",42,201
2014-10-27,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",43,202
2014-12-13,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",50,209
2015-01-03,"OTRO","OTRO/NO APLICA/DESCONOCIDO",1,213
2015-02-01,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",5,217
2015-02-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",5,217
2015-04-29,"COMERCIAL","COMERCIAL/EMPLEADO/VIOLACHAPAS",17,229
2015-06-01,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",22,234
2015-09-21,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/VIOLACHAPAS",38,250
2016-01-14,"COMERCIAL","COMERCIAL/EMPLEADO/OPORTUNISTA CIBERNETICO",2,267
2011-05-27,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ASALTO",21,21
2011-07-30,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",31,31
2011-08-31,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",35,35
2011-09-27,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/OPORTUNISTA",39,39
2011-11-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",47,47
2012-01-03,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",1,54
2012-02-15,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",7,60
2012-04-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",16,69
2012-06-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",25,78
2012-06-28,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",26,79
2012-07-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",29,82
2012-11-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",47,100
2012-12-14,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",50,103
2012-12-22,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",51,104
2012-12-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",52,105
2013-02-19,"COMERCIAL","COMERCIAL/COMERCIO/ASALTO",8,114
2013-05-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",18,124
2013-08-17,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",33,139
2013-11-03,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",44,150
2013-11-21,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA ARREBATAR/DESPOJAR",47,153
2013-12-18,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",51,157
2013-12-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",51,157
2014-02-24,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",8,167
2014-03-15,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",11,170
2014-06-05,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",23,182
2014-07-31,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",31,190
2014-11-23,"COMERCIAL","COMERCIAL/GASOLINERA/GASERA/ASALTO",47,206
2014-12-12,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",50,209
2015-02-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",8,220
2015-04-10,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/CHORLERO",15,227
2015-06-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",26,238
2015-12-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",49,261
2015-12-23,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",51,263
2016-01-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",1,266
2016-02-04,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",5,270
2016-03-12,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",11,276
2016-05-30,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",22,287
2011-01-10,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",2,2
2011-01-12,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/FARDERO",2,2
2011-01-25,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/DESCONOCIDO",4,4
2011-01-30,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",5,5
2011-03-04,"COMERCIAL","COMERCIAL/COMERCIO/ESCALADOR",9,9
2011-03-05,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",10,10
2011-03-12,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",11,11
2011-04-21,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",16,16
2011-05-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",18,18
2011-05-11,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",19,19
2011-05-20,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",20,20
2011-06-06,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",23,23
2011-06-06,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",23,23
2011-06-08,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",23,23
2011-06-17,"COMERCIAL","COMERCIAL/COMERCIO/ASALTO",24,24
2011-06-19,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",25,25
2011-06-24,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",25,25
2011-06-28,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",26,26
2011-07-07,"CRISTAL","CRISTAL/PERSONA/VEHICULO/VIOLACHAPAS",27,27
2011-07-07,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",27,27
2011-08-05,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",31,31
2011-08-12,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",32,32
2011-08-15,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",33,33
2011-10-08,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",41,41
2011-10-29,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",44,44
2011-10-30,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/BOQUETAZO",44,44
2011-11-10,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",45,45
2011-11-22,"COMERCIAL","COMERCIAL/COMERCIO/OPORTUNISTA",47,47
2011-12-08,"MOTOCICLETA","MOTOCICLETA/MOTO/COMERCIO/ESTACIONADO",49,49
2011-12-21,"TRANSEUNTE","TRANSEUNTE/PERSONA/ASALTO",51,51
2012-01-03,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",1,54
2012-01-26,"COMERCIAL","COMERCIAL/COMERCIO/BARRAZO",4,57
2012-02-12,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",7,60
2012-02-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",9,62
2012-03-31,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",13,66
2012-04-06,"COMERCIAL","COMERCIAL/EMPRESA/INDUSTRIA/ESCALADOR",14,67
2012-04-12,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",15,68
2012-04-30,"MOTOCICLETA","MOTOCICLETA/MOTO/PARTICULAR/ESTACIONADO",18,71
2012-05-05,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",18,71
2012-05-06,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",19,72
2012-05-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",20,73
2012-06-08,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",23,76
2012-06-16,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",24,77
2012-07-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",27,80
2012-08-01,"VEHICULO","VEHICULO/VEHICULO TAXI/ASALTO",31,84
2012-08-03,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",31,84
2012-08-22,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",34,87
2012-08-30,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",35,88
2012-09-03,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",36,89
2012-09-05,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",36,89
2012-09-09,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/BOQUETAZO",37,90
2012-09-10,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",37,90
2012-09-14,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",37,90
2012-09-30,"VEHICULO","VEHICULO/VEHICULO TAXI/AUTOPARTES",40,93
2012-10-22,"CRISTAL","CRISTAL/PERSONA/VEHICULO/AUTOPARTES",43,96
2012-11-10,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",45,98
2012-11-10,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/RECUPERADO",45,98
2012-11-10,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",45,98
2012-11-13,"COMERCIAL","COMERCIAL/COMERCIO/CHORLERO",46,99
2012-11-21,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",47,100
2012-12-01,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",48,101
2012-12-08,"VEHICULO","VEHICULO/VEHICULO EMPRESA/INDUSTRIA/ESTACIONADO",49,102
2012-12-15,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",50,103
2012-12-25,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",52,105
2012-12-28,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",52,105
2013-02-06,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",6,112
2013-02-07,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",6,112
2013-03-08,"CRISTAL","CRISTAL/PERSONA/VEHICULO/OPORTUNISTA",10,116
2013-04-13,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",15,121
2013-05-02,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",18,124
2013-05-14,"CRISTAL","CRISTAL/VEHICULO/VIOLACHAPAS",20,126
2013-05-26,"INSTITUCIONES PUBLICAS","INSTITUCIONES PUBLICAS/GOBIERNO/CHORLERO",21,127
2013-05-27,"TRANSEUNTE","TRANSEUNTE/PERSONA/OPORTUNISTA",21,127
2013-06-27,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/AUTOPARTES",26,132
2013-06-28,"COMERCIAL","COMERCIAL/GASOLINERA/GASERA/ASALTO",26,132
2013-07-03,"COMERCIAL","COMERCIAL/COMERCIO/VIOLACHAPAS",27,133
2013-07-08,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION DESHABITADA/OPORTUNISTA",27,133
2013-07-11,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/OPORTUNISTA",28,134
2013-07-15,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/OPORTUNISTA",28,134
2013-08-06,"VEHICULO","VEHICULO/VEHICULO PARTICULAR/ESTACIONADO",32,138
2013-08-17,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",33,139
2013-08-26,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/VIOLACHAPAS",34,140
2013-09-15,"DOMICILIARIO","DOMICILIARIO /CASA HABITACION HABITADA/ESCALADOR",37,143
